gene_id	transcript_id(s)	Naive_EZH2i_R1	Naive_EZH2i_R2	Naive_EZH2i_R3	Naive_R1	Naive_R2	Naive_R3	Primed_EZH2i_R1	Primed_EZH2i_R2	Primed_EZH2i_R3	Primed_R1	Primed_R2	Primed_R3
NANP	NM_152667	34.00	27.00	29.00	82.00	72.00	66.00	101.00	109.00	122.00	73.00	98.00	90.00
NANS	NM_018946	139.00	156.00	140.00	226.00	213.00	194.00	492.00	566.00	456.00	575.00	533.00	544.00
NAP1L1	NM_001307924,NM_004537,NM_139207	986.00	1070.00	1157.00	2003.00	2021.00	1720.00	14649.00	13369.00	11943.00	17559.00	14558.00	14507.00
NAP1L2	NM_021963	2.00	6.00	7.00	8.00	5.00	2.00	235.00	247.00	223.00	273.00	275.00	200.00
NAP1L3	NM_004538	33.00	18.00	34.00	7.00	7.00	13.00	656.00	674.00	630.00	990.00	876.00	879.00
NAP1L4	NM_005969	260.00	282.00	258.00	479.00	530.00	495.00	1975.00	2166.00	1868.00	1953.00	1928.00	1964.00
NAP1L5	NM_153757	20.00	21.00	32.00	11.00	8.00	5.00	49.00	47.00	54.00	48.00	43.00	29.00
NAP1L6	NR_027291	0.00	2.00	2.00	3.00	4.00	4.00	1.00	2.00	8.00	5.00	4.00	6.00
NAPA	NM_003827,NR_038456,NR_038457	273.00	282.00	208.00	374.00	353.00	421.00	1029.00	1131.00	1125.00	924.00	948.00	1034.00
NAPA-AS1	NR_038452	1.00	2.00	0.00	0.00	0.00	1.00	17.00	19.00	11.00	11.00	13.00	25.00
NAPB	NM_001283018,NM_001283020,NM_001283026,NM_022080,NR_104266	11.00	16.00	11.00	32.00	23.00	20.00	173.00	163.00	186.00	211.00	176.00	170.00
NAPEPLD	NM_001122838,NM_198990	13.00	8.00	7.00	20.00	13.00	13.00	90.00	135.00	102.00	83.00	91.00	85.00
NAPG	NM_003826	63.00	61.00	62.00	95.00	95.00	105.00	395.00	379.00	334.00	385.00	328.00	353.00
NAPRT	NM_001286829,NM_145201	50.00	52.00	48.00	79.00	82.00	93.00	905.00	1125.00	873.00	790.00	850.00	1020.00
NAPSA	NM_004851	0.00	0.00	0.00	0.00	0.00	1.00	19.00	12.00	14.00	11.00	11.00	14.00
NAPSB	NR_002798	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
NARF	NM_001038618,NM_001083608,NM_012336,NM_031968	69.00	62.00	57.00	185.00	180.00	159.00	1223.00	1557.00	1212.00	1396.00	1404.00	1460.00
NARFL	NM_001304799,NM_022493	66.00	67.00	57.00	142.00	149.00	165.00	351.00	412.00	384.00	246.00	320.00	317.00
NARR	NM_001256281	0.00	13.21	0.00	4.81	0.00	0.00	48.19	27.51	0.00	22.42	0.00	38.79
NARS	NM_004539	478.00	536.00	566.00	1476.00	1367.00	1208.00	2695.00	2568.00	2308.00	2867.00	2443.00	2483.00
NARS2	NM_001243251,NM_024678	34.00	49.00	53.00	84.00	71.00	66.00	609.00	607.00	571.00	634.00	571.00	587.00
NASP	NM_001195193,NM_002482,NM_152298	631.00	626.00	690.00	1228.00	1146.00	1094.00	5842.00	6590.00	5356.00	7970.00	7658.00	7004.00
NAT1	NM_000662,NM_001160170,NM_001160171,NM_001160172,NM_001160173,NM_001160174,NM_001160175,NM_001160176,NM_001160179,NM_001291962	19.00	17.00	26.00	19.00	21.00	13.00	72.00	62.00	61.00	59.00	46.00	54.00
NAT10	NM_001144030,NM_024662	272.00	265.00	293.00	525.00	524.00	558.00	2016.00	2142.00	1902.00	2200.00	2114.00	2242.00
NAT14	NM_020378	31.00	29.00	26.00	51.00	50.00	46.00	430.00	553.00	528.00	425.00	447.00	458.00
NAT16	NM_198571	0.00	0.00	0.00	1.00	4.00	5.00	11.00	18.00	20.00	8.00	5.00	5.00
NAT2	NM_000015	0.00	5.00	0.00	3.00	0.00	0.00	9.00	7.00	7.00	22.00	11.00	10.00
NAT6	NM_001200016,NM_001200018,NM_012191	9.00	6.00	16.00	25.00	31.76	27.06	297.37	348.67	333.65	226.86	270.64	318.59
NAT8	NM_003960	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NAT8B	NM_016347,NR_132338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NAT8L	NM_178557	26.00	7.00	10.00	11.00	19.00	23.00	758.00	826.00	757.00	578.00	626.00	646.00
NAT9	NM_001305077,NM_001305078,NM_001305079,NM_001305080,NM_001305081,NM_001305082,NM_001305083,NM_001305084,NM_001305085,NM_001305086,NM_001305087,NM_001305088,NM_015654,NR_130953,NR_130954	42.00	54.00	62.00	86.00	70.00	79.00	581.00	685.00	743.00	546.00	643.00	618.00
NATD1	NM_152914	119.00	94.00	89.00	241.00	203.00	264.00	919.00	909.00	899.00	607.00	664.00	756.00
NAV1	NM_001167738,NM_020443	445.00	348.00	405.00	205.00	214.00	188.00	2252.00	2361.00	2136.00	1684.00	1807.00	1692.00
NAV2	NM_001111018,NM_001111019,NM_001244963,NM_145117,NM_182964	401.00	378.00	454.00	271.00	287.00	295.00	2536.00	2612.00	2316.00	2546.00	2563.00	2730.00
NAV2-AS2	NR_046672	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00
NAV2-AS4	NR_033989	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NAV2-AS5	NR_049725	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NAV3	NM_001024383,NM_014903	2.00	0.00	4.00	0.00	1.00	1.00	68.00	69.00	73.00	54.00	58.00	50.00
NBAS	NM_015909,NR_052013	116.00	112.00	118.00	241.00	225.00	237.00	1543.00	1423.00	1213.00	1395.00	1374.00	1328.00
NBAT1	NR_034143	0.00	0.00	0.00	0.00	0.00	0.00	13.00	14.00	5.00	11.00	9.00	15.00
NBEA	NM_001204197,NM_015678	9.00	9.00	14.00	9.00	10.00	12.00	760.00	701.00	611.00	861.00	864.00	784.00
NBEAL1	NM_001114132	13.00	9.00	18.00	31.00	27.00	27.00	89.00	55.00	44.00	73.00	55.00	47.00
NBEAL2	NM_015175	192.00	163.00	166.00	252.00	235.00	285.00	1748.00	1895.00	1946.00	1384.00	1743.00	1822.00
NBEAP1	NR_027992	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NBL1	NM_001204084,NM_001204085,NM_001204086,NM_001278164,NM_001278165,NM_001278166,NM_005380,NM_182744	37.00	19.00	22.00	15.00	18.00	35.00	98.95	200.02	189.50	108.00	97.60	76.02
NBN	NM_001024688,NM_002485	103.00	111.00	104.00	183.00	129.00	165.00	611.00	574.00	475.00	580.00	565.00	543.00
NBPF1	NM_017940	42.45	39.01	45.56	42.61	20.45	35.53	371.66	374.65	362.94	278.65	293.33	297.68
NBPF10	NM_001039703,NM_001302371	1.14	0.00	1.09	0.00	0.00	0.00	8.73	9.62	7.59	6.51	1.49	8.61
NBPF11	NM_001101663,NM_183372,NR_046188,NR_110864	44.03	46.77	45.10	181.07	151.41	142.51	306.21	348.70	294.24	271.21	235.85	252.96
NBPF12	NM_001278141	29.40	29.13	32.25	127.63	112.80	104.06	166.31	186.26	180.18	135.50	157.93	143.53
NBPF13P	NR_103466	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NBPF14	NM_015383	26.78	34.95	29.59	10.55	14.51	13.58	253.83	219.64	272.84	152.65	139.05	157.43
NBPF15	NM_001170755,NM_173638	40.96	53.86	46.79	72.35	67.92	54.23	237.28	289.15	280.87	134.40	144.57	142.74
NBPF18P	NR_103561	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	4.00	1.00	0.00
NBPF20	NM_001278267	16.71	11.64	6.27	17.18	18.44	20.88	42.75	57.52	51.96	20.55	26.67	16.57
NBPF22P	NR_003719	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NBPF25P	NR_104217	1.79	9.42	1.59	1.68	0.00	0.00	36.62	16.33	26.90	24.28	19.78	14.29
NBPF3	NM_001256416,NM_001256417,NM_032264,NR_046176	19.00	19.00	13.00	25.00	33.00	22.00	322.32	426.00	346.00	269.00	253.00	253.00
NBPF4	NM_001143989	2.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NBPF6	NM_001143987,NM_001143988	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NBPF7	NM_001047980	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NBPF8	NM_001037501,NR_102404,NR_102405	82.96	88.07	59.08	171.28	157.02	154.60	272.25	220.33	244.32	187.52	139.93	182.03
NBPF9	NM_001037675,NM_001277444	66.78	72.14	87.67	162.66	148.45	173.62	220.03	181.81	223.16	141.74	127.40	127.16
NBR1	NM_001291571,NM_001291572,NM_005899,NM_031862	67.00	62.00	89.00	139.00	162.00	159.00	1359.00	1507.00	1182.00	1389.00	1347.00	1410.00
NBR2	NR_003108	1.00	0.00	4.00	5.00	5.00	7.00	29.00	25.00	43.00	33.00	29.00	27.00
NCALD	NM_001040624,NM_001040625,NM_001040626,NM_001040627,NM_001040628,NM_001040629,NM_001040630,NM_032041	19.00	30.00	27.00	25.00	16.00	21.00	135.00	107.00	114.00	127.00	125.00	111.00
NCAM1	NM_000615,NM_001076682,NM_001242607,NM_001242608,NM_181351	48.00	50.00	55.00	4.00	4.00	3.00	379.00	356.00	286.00	127.00	136.00	139.00
NCAM1-AS1	NR_034101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NCAM2	NM_004540	10.00	2.00	1.00	0.00	1.00	0.00	47.00	41.00	25.00	43.00	40.00	40.00
NCAN	NM_004386	1.00	0.00	2.00	4.00	5.00	3.00	430.00	487.00	393.00	270.00	352.00	315.00
NCAPD2	NM_014865	356.00	381.00	349.00	413.00	444.00	480.00	6370.00	6771.00	5904.00	6067.00	6461.00	6526.00
NCAPD3	NM_015261	102.00	102.00	107.00	300.00	263.00	305.00	1229.00	1260.00	1196.00	1154.00	1165.00	1104.00
NCAPG	NM_022346,NR_073124	190.00	183.00	202.00	286.00	267.00	254.00	1123.00	1196.00	1093.00	1345.00	1200.00	1261.00
NCAPG2	NM_001281932,NM_001281933,NM_017760,NR_104054	96.00	102.00	121.00	198.00	220.00	168.00	2512.00	2447.00	2239.00	2861.00	2752.00	2721.00
NCAPH	NM_001281710,NM_001281711,NM_001281712,NM_015341	103.00	95.00	85.00	144.00	159.00	150.00	909.00	933.00	851.00	949.00	883.00	870.00
NCAPH2	NM_001185011,NM_014551,NM_152299	180.00	186.00	156.00	266.00	249.00	307.00	711.00	966.00	851.00	764.00	865.00	872.00
NCBP1	NM_002486	205.00	176.00	184.00	266.00	327.00	260.00	1307.00	1186.00	1118.00	1335.00	1436.00	1335.00
NCBP2	NM_001042540,NM_001308036,NM_007362	249.00	262.00	272.00	520.00	493.00	483.00	1345.00	1156.00	1094.00	1181.00	1074.00	1076.00
NCBP2-AS2	NR_024388	59.00	63.00	52.00	127.00	137.00	156.00	345.00	430.00	356.00	327.00	332.00	417.00
NCCRP1	NM_001001414	37.00	18.00	26.00	3.00	1.00	4.00	208.00	259.00	220.00	154.00	154.00	197.00
NCDN	NM_001014839,NM_001014841,NM_014284	107.00	88.00	83.00	130.00	126.00	201.00	817.00	950.00	915.00	781.00	903.00	962.00
NCEH1	NM_001146276,NM_001146277,NM_001146278,NM_020792	63.00	61.00	63.00	208.00	188.00	207.00	102.00	120.00	116.00	105.00	120.00	87.00
NCF1	NM_000265	0.00	0.00	0.00	0.00	0.00	0.00	3.00	4.30	0.00	0.00	3.98	5.92
NCF1B	NR_003186	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.70	3.00	2.00	0.00	2.81
NCF1C	NR_003187	0.00	1.00	0.00	3.00	1.00	2.00	0.00	5.00	0.00	0.00	4.02	1.26
NCF2	NM_000433,NM_001127651,NM_001190789,NM_001190794	0.00	0.00	0.00	2.00	1.00	0.00	3.00	0.00	1.00	2.00	0.00	3.00
NCF4	NM_000631,NM_013416_1	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NCK1	NM_001190796,NM_001291999,NM_006153	37.00	49.00	54.00	41.00	57.00	50.00	317.00	268.00	255.00	368.00	311.00	297.00
NCK1-AS1	NR_110175,NR_110176,NR_110177	1.00	2.00	0.00	3.00	1.00	1.00	73.00	79.00	60.00	88.00	73.00	83.00
NCK2	NM_001004720,NM_001004722,NM_003581	145.00	148.00	142.00	219.00	180.00	233.00	1405.00	1539.00	1282.00	1173.00	1260.00	1205.00
NCKAP1	NM_013436,NM_205842	434.00	388.00	432.00	467.00	485.00	403.00	3569.00	3381.00	2941.00	4300.00	4048.00	3815.00
NCKAP1L	NM_001184976,NM_005337	0.00	0.00	0.00	0.00	0.00	0.00	5.00	9.00	5.00	1.00	0.00	5.00
NCKAP5	NM_207363,NM_207481	9.00	6.00	6.00	1.00	0.00	0.00	21.00	24.00	24.00	22.00	16.00	23.00
NCKAP5L	NM_001037806	113.00	83.00	93.00	67.00	49.00	71.00	683.00	802.00	811.00	756.00	782.00	850.00
NCKIPSD	NM_016453,NM_184231	53.00	68.00	71.00	170.00	136.00	155.00	1345.00	1479.00	1518.00	1211.00	1366.00	1436.00
NCL	NM_005381	2206.00	2472.00	2544.00	4464.00	4474.00	4293.00	12693.00	13308.00	10550.00	13723.00	13342.00	12698.00
NCLN	NM_020170	412.00	416.00	380.00	824.00	835.00	937.00	1676.00	2138.00	1846.00	1605.00	1826.00	1857.00
NCMAP	NM_001010980	0.00	0.00	0.00	1.00	1.00	0.00	5.00	5.00	9.00	7.00	10.00	2.00
NCOA1	NM_003743,NM_147223,NM_147233	233.00	177.00	221.00	406.00	439.00	388.00	680.00	699.00	647.00	612.00	540.00	600.00
NCOA2	NM_006540	70.00	72.00	76.00	154.00	132.00	120.00	620.00	627.00	469.00	637.00	702.00	589.00
NCOA3	NM_001174087,NM_001174088,NM_006534,NM_181659	221.00	241.00	244.00	457.00	431.00	414.00	961.00	968.00	831.00	868.00	971.00	826.00
NCOA4	NM_001145260,NM_001145261,NM_001145262,NM_001145263,NM_005437	592.00	534.00	588.00	1165.00	1121.00	1039.00	1850.00	1699.00	1669.00	1859.00	1815.00	1666.00
NCOA5	NM_020967	197.00	156.00	148.00	229.00	258.00	268.00	233.00	278.00	241.00	231.00	217.00	251.00
NCOA6	NM_001242539,NM_014071	161.00	198.00	185.00	211.00	213.00	169.00	763.00	793.00	715.00	664.00	629.00	622.00
NCOA7	NM_001122842,NM_001199619,NM_001199620,NM_001199621,NM_001199622,NM_181782	27.00	33.00	40.00	53.00	35.00	44.00	215.00	235.00	192.00	225.00	274.00	202.00
NCOA7-AS1	NR_126386	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NCOR1	NM_001190438,NM_001190440,NM_006311	312.00	310.00	413.00	567.00	585.00	616.00	2668.00	2791.00	2404.00	2931.00	2887.00	2947.00
NCOR1P1	NR_003678	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
NCOR2	NM_001077261,NM_001206654,NM_006312	585.00	504.00	460.00	933.00	925.00	1032.00	4262.00	5207.00	4341.00	4992.00	6440.00	6170.00
NCR1	NM_001145457_9,NM_001145458_2,NM_001242356_2,NM_001242357,NM_004829	0.00	1.00	4.00	4.00	3.00	3.00	9.00	14.00	12.00	6.00	9.00	12.00
NCR2	NM_001199509,NM_001199510,NM_004828	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NCR3	NM_001145466_1,NM_001145467,NM_147130_4	2.00	0.00	0.00	0.00	0.00	0.00	11.00	12.00	15.00	7.00	14.00	9.00
NCR3LG1	NM_001202439	9.00	10.00	12.00	2.00	4.00	8.00	59.00	85.00	72.00	12.00	7.00	17.00
NCRNA00250	NR_126028	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NCRUPAR	NR_028375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
NCS1	NM_001128826,NM_014286	60.00	60.00	55.00	34.00	33.00	58.00	963.00	971.00	992.00	807.00	943.00	888.00
NCSTN	NM_001290184,NM_001290186,NM_015331	411.00	408.00	386.00	406.00	377.00	418.00	1392.00	1451.00	1499.00	1181.00	1258.00	1255.00
NDC1	NM_001168551,NM_018087,NR_033142	250.00	268.00	287.00	492.00	478.00	503.00	1846.00	1628.00	1707.00	2056.00	1906.00	1867.00
NDC80	NM_006101	78.00	76.00	68.00	145.00	143.00	127.00	708.00	702.00	652.00	701.00	667.00	659.00
NDE1	NM_001143979_1,NM_017668	40.00	37.00	43.00	73.00	67.00	64.00	572.00	570.00	468.00	450.00	511.00	483.00
NDEL1	NM_001025579,NM_030808	155.00	144.00	146.00	188.00	139.00	171.00	399.00	456.00	427.00	472.00	467.00	474.00
NDFIP1	NM_030571	241.00	255.00	279.00	260.00	266.00	255.00	914.00	836.00	830.00	813.00	747.00	811.00
NDFIP2	NM_001161407,NM_019080	91.00	93.00	111.00	69.00	63.00	59.00	435.00	396.00	365.00	316.00	246.00	320.00
NDFIP2-AS1	NR_046685	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NDN	NM_002487	207.00	188.00	196.00	137.00	124.00	147.00	729.00	899.00	719.00	594.00	548.00	594.00
NDNF	NM_024574	0.00	1.00	0.00	0.00	0.00	0.00	92.00	111.00	74.00	43.00	42.00	31.00
NDNL2	NM_138704_1	33.00	62.00	66.00	80.00	83.00	78.00	470.00	555.00	441.00	491.00	397.00	441.00
NDOR1	NM_001144026,NM_001144027,NM_001144028,NM_014434	142.00	134.00	139.00	298.00	294.00	380.00	880.00	1183.00	1099.00	843.00	901.00	983.00
NDP	NM_000266	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	5.00	10.00	9.00	3.00
NDRG1	NM_001135242,NM_001258432,NM_001258433,NM_006096	112.00	86.00	57.00	50.00	48.00	52.00	454.00	528.00	437.00	249.00	252.00	253.00
NDRG2	NM_001282211,NM_001282212,NM_001282213,NM_001282214,NM_001282215,NM_001282216,NM_016250,NM_201535,NM_201536,NM_201537,NM_201538,NM_201539,NM_201540,NM_201541	44.00	32.00	29.00	18.00	13.00	21.00	220.00	241.00	254.00	268.00	270.00	318.00
NDRG3	NM_022477,NM_032013,NR_038370	52.00	54.00	39.00	153.00	149.00	145.00	620.00	584.00	551.00	619.00	631.00	626.00
NDRG4	NM_001130487,NM_001242833,NM_001242834,NM_001242835,NM_001242836,NM_020465,NM_022910,NR_040072	7.00	13.00	12.00	21.00	21.00	22.00	744.00	815.00	824.00	674.00	797.00	839.00
NDST1	NM_001301063,NM_001543	804.00	703.00	751.00	744.00	713.00	776.00	1615.00	1836.00	1575.00	1634.00	1880.00	1847.00
NDST2	NM_003635	47.00	31.00	34.00	74.00	52.00	77.00	447.00	510.00	509.00	383.00	411.00	495.00
NDST3	NM_004784	1.00	0.00	0.00	0.00	0.00	0.00	1.00	7.00	3.00	5.00	4.00	3.00
NDST4	NM_022569	0.00	0.00	1.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00
NDUFA1	NM_004541	108.00	96.00	112.00	197.00	179.00	182.00	341.00	404.00	375.00	354.00	345.00	382.00
NDUFA10	NM_004544	142.00	161.00	139.00	262.00	268.00	263.00	702.00	779.00	696.00	684.00	776.00	715.00
NDUFA11	NM_001193375,NM_175614,NR_034166	293.00	296.00	258.00	458.00	341.00	512.00	1657.00	1981.00	1803.00	1320.00	1338.00	1730.00
NDUFA12	NM_001258338,NM_018838	128.00	140.00	138.00	274.00	279.00	212.00	514.00	593.00	466.00	533.00	495.00	510.00
NDUFA13	NM_015965	145.00	184.00	207.00	314.00	304.00	363.00	1671.00	2006.00	1554.00	1589.00	1631.00	1752.00
NDUFA2	NM_001185012,NM_002488,NR_033697	68.00	65.00	69.00	127.00	138.00	128.00	438.00	584.00	455.00	427.00	391.00	550.00
NDUFA3	NM_004542	84.00	74.00	62.00	154.00	155.00	192.00	730.00	832.00	855.00	705.00	760.00	1007.00
NDUFA4	NM_002489	385.00	406.00	440.00	834.00	822.00	850.00	3288.00	3201.00	3361.00	3229.00	3057.00	3151.00
NDUFA4L2	NM_020142	1.00	0.00	1.00	0.00	0.00	0.00	36.00	75.00	63.00	46.00	52.00	51.00
NDUFA5	NM_001282419,NM_001282420,NM_001282421,NM_001282422,NM_001291304,NM_005000,NR_104168,NR_104169,NR_111925,NR_111926	77.00	86.00	106.00	140.00	131.00	133.00	547.00	518.00	414.00	604.00	527.00	457.00
NDUFA6	NM_002490	202.00	210.00	173.00	354.00	333.00	315.00	828.00	904.00	760.00	871.00	825.00	785.00
NDUFA6-AS1	NR_034118,NR_034118_1	4.00	2.00	2.00	3.00	1.00	6.00	103.00	104.00	112.00	65.00	80.00	59.00
NDUFA7	NM_005001	86.00	93.00	83.00	148.00	145.00	186.00	835.00	1066.00	905.00	761.00	729.00	958.00
NDUFA8	NM_014222	90.00	103.00	73.00	162.00	162.00	143.00	443.00	548.00	433.00	470.00	462.00	421.00
NDUFA9	NM_005002	142.00	183.00	140.00	276.00	319.00	300.00	609.00	702.00	647.00	577.00	488.00	523.00
NDUFAB1	NM_005003	211.00	194.00	228.00	840.00	803.00	777.00	825.00	905.00	697.00	765.00	747.00	855.00
NDUFAF1	NM_016013,NR_045620	21.00	21.00	17.00	41.00	62.00	39.00	145.00	131.00	149.00	172.00	138.00	135.00
NDUFAF2	NM_174889	24.00	35.00	31.00	25.00	29.00	34.00	190.00	233.00	176.00	222.00	194.00	209.00
NDUFAF3	NM_199069,NM_199070,NM_199073,NM_199074	58.00	71.00	50.00	46.00	57.00	66.00	328.00	384.00	330.00	344.00	319.00	331.00
NDUFAF4	NM_014165	42.00	65.00	58.00	156.00	142.00	117.00	314.00	293.00	288.00	353.00	294.00	306.00
NDUFAF4P1	NR_036507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
NDUFAF5	NM_001039375,NM_024120,NR_029377	16.00	9.00	11.00	47.00	32.00	37.00	74.00	78.00	67.00	77.00	99.00	74.00
NDUFAF6	NM_152416	17.00	14.00	13.00	17.00	23.00	23.00	44.00	41.00	44.00	41.00	48.00	52.00
NDUFAF7	NM_001083946,NM_144736	43.00	35.00	33.00	115.00	148.00	97.00	700.00	676.00	744.00	950.00	918.00	936.00
NDUFB1	NM_004545	19.00	29.00	27.00	53.00	42.00	46.00	282.00	241.00	238.00	270.00	247.00	219.00
NDUFB10	NM_004548	196.00	189.00	175.00	383.00	391.00	375.00	1224.00	1475.00	1259.00	1272.00	1348.00	1329.00
NDUFB11	NM_001135998,NM_019056	232.00	246.00	223.00	365.00	329.00	390.00	982.00	1424.00	1240.00	1094.00	1089.00	1302.00
NDUFB2	NM_004546	79.00	117.00	110.00	159.00	197.00	216.00	492.00	563.00	446.00	407.00	418.00	501.00
NDUFB2-AS1	NR_024454	1.00	1.00	0.00	3.00	2.00	3.00	3.00	4.00	4.00	7.00	2.00	2.00
NDUFB3	NM_001257102,NM_002491	52.00	64.00	69.00	99.00	104.00	104.00	288.00	265.00	235.00	249.00	204.00	222.00
NDUFB4	NM_001168331,NM_004547	178.00	154.00	153.00	216.00	224.00	217.00	1885.00	2092.00	2082.00	2120.00	1980.00	2353.00
NDUFB5	NM_001199957,NM_001199958,NM_002492	68.00	110.00	90.00	158.00	128.00	128.00	673.00	591.00	570.00	649.00	609.00	583.00
NDUFB6	NM_001199987,NM_002493,NM_182739	56.00	48.00	59.00	60.00	87.00	54.00	329.00	321.00	259.00	298.00	282.00	282.00
NDUFB7	NM_004146	261.00	312.00	282.00	523.00	510.00	804.00	1257.00	1644.00	1283.00	1021.00	1118.00	1299.00
NDUFB8	NM_001284367,NM_001284368,NM_005004	145.00	163.00	146.00	278.00	287.00	258.00	1217.00	1322.00	1163.00	1116.00	1210.00	1143.00
NDUFB9	NM_001278645,NM_001278646,NM_001311168,NM_005005	188.00	242.00	225.00	620.00	536.00	583.00	1237.00	1280.00	1189.00	1172.00	1172.00	1226.00
NDUFC1	NM_001184986,NM_001184987,NM_001184988,NM_001184989,NM_001184990,NM_001184991,NM_002494	65.00	79.00	72.00	124.00	117.00	116.00	488.00	537.00	490.00	536.00	551.00	570.00
NDUFC2	NM_001204054,NM_001204055,NM_004549	208.95	203.21	231.70	457.47	487.75	572.16	749.24	760.98	629.75	689.37	617.41	677.96
NDUFC2-KCTD14	NM_001203260,NM_001203261,NM_001203262	42.21	52.99	14.93	19.53	32.25	18.84	621.97	674.76	648.53	490.04	525.22	623.20
NDUFS1	NM_001199981,NM_001199982,NM_001199983,NM_001199984,NM_005006	133.00	150.00	146.00	287.00	310.00	267.00	944.00	910.00	879.00	1136.00	1135.00	1087.00
NDUFS2	NM_001166159,NM_004550	118.00	128.00	142.00	239.00	242.00	272.00	1493.00	1677.00	1516.00	1849.00	1790.00	1907.00
NDUFS3	NM_004551	116.00	112.00	102.00	221.00	229.00	269.00	577.00	778.00	697.00	595.00	610.00	722.00
NDUFS4	NM_002495	39.00	42.00	26.00	35.00	36.00	46.00	413.00	427.00	367.00	421.00	403.00	379.00
NDUFS5	NM_001184979,NM_004552	163.00	205.00	183.00	437.00	442.00	393.00	1697.00	1911.00	1625.00	2330.00	2039.00	2111.00
NDUFS6	NM_004553	100.00	111.00	78.00	161.00	177.00	169.00	726.00	868.00	679.00	792.00	722.00	757.00
NDUFS7	NM_024407	182.00	168.00	136.00	294.00	263.00	360.00	761.00	1041.00	797.00	727.00	721.00	817.00
NDUFS8	NM_002496	165.00	183.00	197.00	263.00	223.00	268.00	1874.00	2280.00	1797.00	1611.00	1780.00	2128.00
NDUFV1	NM_001166102,NM_007103	353.00	356.00	355.00	1005.00	1002.00	1180.00	1123.00	1398.00	1189.00	1143.00	1251.00	1362.00
NDUFV2	NM_021074	93.00	150.00	121.00	274.00	269.00	256.00	1347.00	1350.00	1261.00	1460.00	1304.00	1463.00
NDUFV2-AS1	NR_110771,NR_110772	1.00	0.00	0.00	0.00	0.00	0.00	3.00	5.00	0.00	1.00	2.00	2.00
NDUFV3	NM_001001503,NM_021075	80.00	94.00	84.00	123.00	122.00	116.00	555.00	601.00	576.00	563.00	605.00	587.00
NEAT1	NR_028272,NR_131012	80.00	75.00	85.00	67.00	75.00	59.00	161.00	149.00	238.00	117.00	153.00	134.00
NEB	NM_001164507,NM_001164508,NM_001271208,NM_004543	7.00	4.00	4.00	15.00	7.00	9.00	78.00	50.00	46.00	39.00	61.00	52.00
NEBL	NM_001173484,NM_006393,NM_213569	45.00	39.00	37.00	13.00	8.00	7.00	1434.00	1202.00	1109.00	1322.00	1274.00	1153.00
NEBL-AS1	NR_046283,NR_046284	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	2.00	0.00	0.00	0.00
NECAB1	NM_022351	1.00	0.00	4.00	1.00	2.00	3.00	318.00	309.00	237.00	187.00	165.00	161.00
NECAB2	NM_019065	5.00	1.00	5.00	0.00	0.00	3.00	236.00	236.00	299.00	198.00	241.00	249.00
NECAB3	NM_031231,NM_031232	39.00	28.00	37.00	64.00	54.00	48.00	366.00	464.00	441.00	314.00	369.00	449.00
