gene_id	transcript_id(s)	H9_naive_EZH2i_R1	H9_naive_none_R1
SLC9A7P1	NR_033801	0.00	0.00
SLC9A8	NM_001260491,NM_015266,NR_048537,NR_048538,NR_048539,NR_048540	63.00	63.00
SLC9A9	NM_173653	3.00	2.00
SLC9A9-AS1	NR_048544	0.00	0.00
SLC9B1	NM_001100874,NM_139173,NR_047513,NR_047515	0.00	0.00
SLC9B2	NM_001300754,NM_001300756,NM_178833	6.00	7.00
SLC9C1	NM_183061	0.00	0.00
SLC9C2	NM_178527	0.00	0.00
SLCO1A2	NM_021094,NM_134431	0.00	3.00
SLCO1B1	NM_006446	0.00	0.00
SLCO1B3	NM_019844	0.00	0.00
SLCO1B7	NM_001009562	0.00	0.00
SLCO1C1	NM_001145944,NM_001145945,NM_001145946,NM_017435	0.00	0.00
SLCO2A1	NM_005630	35.00	7.00
SLCO2B1	NM_001145211,NM_001145212,NM_007256	16.00	2.00
SLCO3A1	NM_001145044,NM_013272	24.00	16.00
SLCO4A1	NM_016354	57.00	11.00
SLCO4A1-AS1	NR_024470	0.00	0.00
SLCO4C1	NM_180991	52.00	276.00
SLCO5A1	NM_001146008,NM_001146009,NM_030958	7.00	7.00
SLCO6A1	NM_001289002,NM_001289004,NM_001308014,NM_173488	0.00	0.00
SLED1	NR_003542	0.00	0.00
SLF1	NM_032290	22.00	40.00
SLF2	NM_001136123,NM_001243770,NM_018121	131.00	149.00
SLFN11	NM_001104587,NM_001104588,NM_001104589,NM_001104590,NM_152270	23.65	0.00
SLFN12	NM_001289009,NM_018042	7.00	17.00
SLFN12L	NM_001195790	0.00	0.00
SLFN13	NM_144682	16.35	31.00
SLFN14	NM_001129820	0.00	0.00
SLFN5	NM_144975	8.00	1.00
SLFNL1	NM_001168247,NM_001300859,NM_144990	0.00	0.00
SLFNL1-AS1	NR_037868	2.00	3.00
SLIRP	NM_001267863,NM_001267864,NM_031210,NR_052025	108.00	367.00
SLIT1	NM_003061	2.00	0.00
SLIT1-AS1	NR_038330	0.00	0.00
SLIT2	NM_001289135,NM_001289136,NM_004787	164.00	33.00
SLIT2-IT1	NR_037876	0.00	0.00
SLIT3	NM_001271946,NM_003062	191.00	21.00
SLITRK1	NM_001281503,NM_052910	2.00	0.00
SLITRK2	NM_001144003,NM_001144004,NM_001144005,NM_001144006,NM_001144008,NM_001144009,NM_001144010,NM_032539	20.00	26.00
SLITRK3	NM_014926	12.00	0.00
SLITRK4	NM_001184749,NM_001184750,NM_173078	0.00	2.00
SLITRK5	NM_015567	11.00	6.00
SLITRK6	NM_032229	0.00	0.00
SLK	NM_001304743,NM_014720	349.00	478.00
SLMAP	NM_001304420,NM_001304421,NM_001304422,NM_001304423,NM_001311178,NM_001311179,NM_007159	102.00	226.00
SLMO1	NM_001142405,NM_001142406,NM_006553	3.00	5.00
SLMO2	NM_001256403,NM_016045	276.05	295.76
SLMO2-ATP5E	NR_037929,NR_037930	21.72	43.94
SLN	NM_003063	76.00	17.00
SLPI	NM_003064	1.00	1.00
SLTM	NM_001013843,NM_024755	194.00	483.00
SLU7	NM_006425	50.00	103.00
SLURP1	NM_020427	0.00	0.00
SLX1A	NM_001014999,NM_001014999_1,NM_001015000,NM_001015000_1	99.64	167.68
SLX1A-SULT1A3	NR_037608,NR_037608_1	10.62	29.82
SLX1B	NM_024044,NM_024044_1,NM_178044,NM_178044_1	99.64	167.68
SLX1B-SULT1A4	NR_037609,NR_037609_1	10.62	29.82
SLX4	NM_032444	65.00	106.00
SLX4IP	NM_001009608	8.00	9.00
SMA4	NR_024054,NR_029426,NR_029426_1	2.78	14.26
SMA5	NR_034021	0.00	9.63
SMAD1	NM_001003688,NM_005900	51.00	57.00
SMAD1-AS1	NR_126371	0.00	0.00
SMAD1-AS2	NR_108077	0.00	0.00
SMAD2	NM_001003652,NM_001135937,NM_005901	103.00	183.00
SMAD3	NM_001145102,NM_001145103,NM_001145104,NM_005902	155.00	74.00
SMAD4	NM_005359	276.00	326.00
SMAD5	NM_001001419,NM_001001420,NM_005903	110.00	165.00
SMAD5-AS1	NR_026763	0.00	1.00
SMAD6	NM_005585,NR_027654	29.00	15.00
SMAD7	NM_001190821,NM_001190822,NM_001190823,NM_005904	90.00	106.00
SMAD9	NM_001127217,NM_005905	0.00	4.00
SMAGP	NM_001031628,NM_001033873	48.00	30.00
SMAP1	NM_001044305,NM_001281439,NM_001281440,NM_021940	177.00	248.00
SMAP2	NM_001198978,NM_001198979,NM_001198980,NM_022733	61.00	63.00
SMARCA1	NM_001282874,NM_001282875,NM_003069	89.00	22.00
SMARCA2	NM_001289396,NM_001289397,NM_001289398,NM_001289399,NM_001289400,NM_003070,NM_139045	323.00	583.00
SMARCA4	NM_001128844,NM_001128845,NM_001128846,NM_001128847,NM_001128848,NM_001128849,NM_003072	744.00	1081.00
SMARCA5	NM_003601	361.00	818.00
SMARCA5-AS1	NR_104027	1.00	0.00
SMARCAD1	NM_001128429,NM_001128430,NM_001254949,NM_020159,NR_045644	199.00	531.00
SMARCAL1	NM_001127207,NM_014140	45.00	63.00
SMARCB1	NM_001007468,NM_003073	335.00	527.00
SMARCC1	NM_003074	600.00	968.00
SMARCC2	NM_001130420,NM_003075,NM_139067	167.00	202.00
SMARCD1	NM_003076,NM_139071	418.00	490.00
SMARCD2	NM_001098426	223.00	411.00
SMARCD3	NM_001003801,NM_001003802,NM_003078	95.00	36.00
SMARCE1	NM_003079	451.00	517.00
SMC1A	NM_001281463,NM_006306	669.00	1177.00
SMC1B	NM_001291501,NM_148674	1.00	2.00
SMC2	NM_001042550,NM_001042551,NM_001265602,NM_006444	163.00	337.00
SMC2-AS1	NR_121580	0.00	0.00
SMC3	NM_005445	199.00	310.00
SMC4	NM_001002800,NM_001288753,NM_005496	339.00	600.00
SMC5	NM_015110	109.00	202.00
SMC5-AS1	NR_039990	0.00	0.00
SMC6	NM_001142286,NM_024624	153.00	285.00
SMCHD1	NM_015295	134.00	266.00
SMCO1	NM_001077657	1.00	0.00
SMCO2	NM_001145010	0.00	0.00
SMCO3	NM_001013698	2.00	1.00
SMCO4	NM_020179	10.00	16.00
SMCP	NM_030663	0.00	0.00
SMCR2	NR_131243	0.00	0.00
SMCR5	NR_024007	0.00	0.00
SMCR8	NM_144775	97.00	192.00
SMDT1	NM_033318	21.00	13.00
SMG1	NM_015092	358.83	746.35
SMG1P1	NR_027154	14.23	49.44
SMG1P2	NR_002473,NR_002473_1	61.67	115.60
SMG1P3	NR_027155	51.26	72.72
SMG1P5	NR_002453	0.00	9.91
SMG1P7	NR_033959	2.00	8.00
SMG5	NM_015327	305.00	679.00
SMG6	NM_001256827,NM_001256828,NM_001282326,NM_017575	189.00	194.00
SMG7	NM_001174061,NM_173156,NM_201568,NM_201569	312.00	404.00
SMG7-AS1	NR_040063	0.00	0.00
SMG8	NM_018149	84.00	148.00
SMG9	NM_019108	106.00	127.00
